author_id,scopus_id,h_index,document_count,current_affiliation,current_affiliation_country,affiliation_history,updated_at
https://openalex.org/A5102986692,57184523600,11,33,,,,2026-05-04T20:17:04+00:00
https://openalex.org/A5100375768,56158944400,125,645,,,,2026-05-04T20:17:06+00:00
https://openalex.org/A5061346673,8917777000,32,149,,,,2026-05-04T20:17:10+00:00
https://openalex.org/A5052510031,57201486031,9,17,,,,2026-05-04T20:17:11+00:00
https://openalex.org/A5045745422,36072770000,99,1933,,,,2026-05-04T20:17:18+00:00
https://openalex.org/A5011350414,57345058200,3,5,,,,2026-05-04T20:17:21+00:00
https://openalex.org/A5002534955,59455660500,0,1,,,,2026-05-04T20:17:24+00:00
https://openalex.org/A5016283874,25121134700,4,5,,,,2026-05-04T20:17:26+00:00
https://openalex.org/A5100402381,7403274395,132,1127,,,,2026-05-04T20:17:28+00:00
https://openalex.org/A5100529562,24831602900,12,79,,,,2026-05-04T20:17:30+00:00
https://openalex.org/A5113137600,58923941400,2,2,,,,2026-05-04T20:17:32+00:00
https://openalex.org/A5101676409,55494050000,8,15,,,,2026-05-04T20:17:35+00:00
https://openalex.org/A5100761317,15034085600,1,1,,,,2026-05-04T20:17:37+00:00
https://openalex.org/A5100936838,15019565500,14,27,,,,2026-05-04T20:17:38+00:00
https://openalex.org/A5104545724,57224551709,13,27,,,,2026-05-04T20:17:43+00:00
https://openalex.org/A5100347832,56580752800,20,55,,,,2026-05-04T20:17:46+00:00
https://openalex.org/A5101982084,59168037800,2,3,,,,2026-05-04T20:17:49+00:00
https://openalex.org/A5101474376,58629161500,7,16,,,,2026-05-04T20:17:54+00:00
https://openalex.org/A5067969828,57196720191,3,3,,,,2026-05-04T20:17:58+00:00
https://openalex.org/A5100372409,57211188941,10,15,,,,2026-05-04T20:17:59+00:00
https://openalex.org/A5090966039,57567036700,2,2,,,,2026-05-04T20:18:01+00:00
https://openalex.org/A5101515687,57209257904,7,21,,,,2026-05-04T20:18:05+00:00
https://openalex.org/A5100748943,57191072810,7,13,,,,2026-05-04T20:18:07+00:00
https://openalex.org/A5080765250,14625812200,30,106,,,,2026-05-04T20:18:08+00:00
https://openalex.org/A5100427691,57190386646,14,16,,,,2026-05-04T20:18:11+00:00
https://openalex.org/A5019873857,7410246375,30,122,,,,2026-05-04T20:18:16+00:00
https://openalex.org/A5101822141,57218560256,9,18,,,,2026-05-04T20:18:19+00:00
https://openalex.org/A5101502921,57452070300,10,34,,,,2026-05-04T20:18:20+00:00
https://openalex.org/A5100742639,59341543900,1,1,,,,2026-05-04T20:18:22+00:00
https://openalex.org/A5018552203,56427011900,50,368,,,,2026-05-04T20:18:23+00:00
https://openalex.org/A5036900156,35084204800,43,199,,,,2026-05-04T20:18:25+00:00
https://openalex.org/A5061759963,7004677272,80,307,,,,2026-05-04T20:18:26+00:00
https://openalex.org/A5076985553,57221978812,14,16,,,,2026-05-04T20:18:27+00:00
https://openalex.org/A5076968411,57315507100,16,24,,,,2026-05-04T20:18:30+00:00
https://openalex.org/A5103129687,57408948300,3,3,,,,2026-05-04T20:18:31+00:00
https://openalex.org/A5112292189,58031686600,7,8,,,,2026-05-04T20:18:33+00:00
https://openalex.org/A5086234252,58030667700,1,1,,,,2026-05-04T20:18:34+00:00
https://openalex.org/A5012104198,58028206000,6,7,,,,2026-05-04T20:18:36+00:00
https://openalex.org/A5104305850,57192676370,1,1,,,,2026-05-04T20:18:37+00:00
https://openalex.org/A5043324148,57205345770,2,2,,,,2026-05-04T20:18:39+00:00
https://openalex.org/A5101228443,59784994200,10,31,,,,2026-05-04T20:18:40+00:00
https://openalex.org/A5074995516,24077858700,11,32,,,,2026-05-04T20:18:43+00:00
https://openalex.org/A5065566262,8053798600,100,599,,,,2026-05-04T20:18:45+00:00
https://openalex.org/A5015419107,56168271500,10,15,,,,2026-05-04T20:18:47+00:00
https://openalex.org/A5100376381,60153424000,0,2,,,,2026-05-04T20:18:49+00:00
https://openalex.org/A5101683485,56136919900,132,1389,,,,2026-05-04T20:18:52+00:00
https://openalex.org/A5100423138,38663687700,27,92,,,,2026-05-04T20:18:53+00:00
https://openalex.org/A5107807850,56669046300,45,111,,,,2026-05-04T20:18:55+00:00
https://openalex.org/A5067236246,57686694900,2,3,,,,2026-05-04T20:18:58+00:00
https://openalex.org/A5043484277,56504295600,12,46,,,,2026-05-04T20:19:01+00:00
https://openalex.org/A5100448171,55981694300,25,71,,,,2026-05-04T20:19:03+00:00
https://openalex.org/A5090864607,35243755100,74,1018,,,,2026-05-04T20:19:05+00:00
https://openalex.org/A5037654056,57902703400,5,11,,,,2026-05-04T20:19:06+00:00
https://openalex.org/A5072940961,57217091687,4,5,,,,2026-05-04T20:19:08+00:00
https://openalex.org/A5016937814,15830445700,8,11,,,,2026-05-04T20:19:09+00:00
https://openalex.org/A5034911524,36845211000,10,15,,,,2026-05-04T20:19:10+00:00
https://openalex.org/A5082149703,57217090174,4,5,,,,2026-05-04T20:19:12+00:00
https://openalex.org/A5005450442,57279722900,5,11,,,,2026-05-04T20:19:13+00:00
https://openalex.org/A5100373236,37110883100,35,127,,,,2026-05-04T20:19:15+00:00
https://openalex.org/A5012932838,57981954500,3,4,,,,2026-05-04T20:19:16+00:00
https://openalex.org/A5100758722,7202197226,106,1607,,,,2026-05-04T20:19:19+00:00
https://openalex.org/A5085261074,57212171064,11,13,,,,2026-05-04T20:19:20+00:00
https://openalex.org/A5037746952,59480097200,1,1,,,,2026-05-04T20:19:21+00:00
https://openalex.org/A5058083561,56329738200,19,37,,,,2026-05-04T20:19:22+00:00
https://openalex.org/A5049676402,36924016900,143,1626,,,,2026-05-04T20:19:25+00:00
https://openalex.org/A5064890422,56609494700,35,526,,,,2026-05-04T20:19:27+00:00
https://openalex.org/A5015976180,57220186477,11,18,,,,2026-05-04T20:19:30+00:00
https://openalex.org/A5100412437,57190861471,53,259,,,,2026-05-04T20:19:32+00:00
https://openalex.org/A5036926861,57200160250,19,37,,,,2026-05-04T20:19:37+00:00
https://openalex.org/A5093431520,58906385400,2,2,,,,2026-05-04T20:19:38+00:00
https://openalex.org/A5037159341,57223012367,7,8,,,,2026-05-04T20:19:39+00:00
https://openalex.org/A5093431521,58905860100,1,1,,,,2026-05-04T20:19:40+00:00
https://openalex.org/A5070186222,56559771500,41,126,,,,2026-05-04T20:19:42+00:00
https://openalex.org/A5054642319,57212379101,7,15,,,,2026-05-04T20:19:43+00:00
https://openalex.org/A5100718998,57406729100,50,312,,,,2026-05-04T20:19:44+00:00
https://openalex.org/A5083603426,57210391044,17,38,,,,2026-05-04T20:19:46+00:00
https://openalex.org/A5055065021,57204857931,42,368,,,,2026-05-04T20:19:47+00:00
https://openalex.org/A5028259955,36198867400,15,32,,,,2026-05-04T20:19:48+00:00
https://openalex.org/A5100376614,55914965700,21,71,,,,2026-05-04T20:19:51+00:00
https://openalex.org/A5040538385,16064082300,42,344,,,,2026-05-04T20:19:53+00:00
https://openalex.org/A5084303661,57204864673,4,5,,,,2026-05-04T20:19:55+00:00
https://openalex.org/A5034868563,6506469578,27,100,,,,2026-05-04T20:19:57+00:00
https://openalex.org/A5018276268,6701738126,28,120,,,,2026-05-04T20:19:58+00:00
https://openalex.org/A5033382118,57216525828,4,6,,,,2026-05-04T20:19:59+00:00
https://openalex.org/A5082924880,24073466800,19,92,,,,2026-05-04T20:20:01+00:00
https://openalex.org/A5022927606,7501854020,104,1564,,,,2026-05-04T20:20:10+00:00
https://openalex.org/A5100339293,7404232311,73,558,,,,2026-05-04T20:20:11+00:00
https://openalex.org/A5068847856,55431593700,12,59,,,,2026-05-04T20:20:14+00:00
https://openalex.org/A5101435348,57207388932,15,68,,,,2026-05-04T20:20:16+00:00
https://openalex.org/A5076666788,55701355200,20,66,,,,2026-05-04T20:20:19+00:00
https://openalex.org/A5070924512,57189306286,14,42,,,,2026-05-04T20:20:20+00:00
https://openalex.org/A5100422437,57192445269,38,221,,,,2026-05-04T20:20:21+00:00
https://openalex.org/A5025274226,56406571200,43,123,,,,2026-05-04T20:20:22+00:00
https://openalex.org/A5100774021,55854143200,19,57,,,,2026-05-04T20:20:24+00:00
https://openalex.org/A5043512321,55974004100,19,104,,,,2026-05-04T20:20:27+00:00
https://openalex.org/A5100622420,58293414100,14,37,,,,2026-05-04T20:20:28+00:00
https://openalex.org/A5087037266,55951420500,30,95,,,,2026-05-04T20:20:30+00:00
https://openalex.org/A5100394467,57932288200,4,7,,,,2026-05-04T20:20:34+00:00
https://openalex.org/A5101352421,58973907400,3,5,,,,2026-05-04T20:20:38+00:00
https://openalex.org/A5101808491,57212257368,38,215,,,,2026-05-04T20:20:39+00:00
https://openalex.org/A5083407563,57202602134,15,23,,,,2026-05-04T20:20:41+00:00
https://openalex.org/A5059335024,57199420170,16,54,,,,2026-05-04T20:20:43+00:00
https://openalex.org/A5027181959,16178861200,16,68,,,,2026-05-04T20:20:44+00:00
https://openalex.org/A5008700619,56734100700,35,163,,,,2026-05-04T20:20:46+00:00
https://openalex.org/A5018128720,55568900100,27,99,,,,2026-05-04T20:20:47+00:00
https://openalex.org/A5053459608,57641571500,56,187,,,,2026-05-04T20:20:48+00:00
https://openalex.org/A5084712837,55573753500,25,43,,,,2026-05-04T20:20:52+00:00
https://openalex.org/A5078254035,57223131888,11,22,,,,2026-05-04T20:20:53+00:00
https://openalex.org/A5062830737,57193253880,10,19,,,,2026-05-04T20:20:54+00:00
https://openalex.org/A5085636721,57191622595,15,55,,,,2026-05-04T20:20:55+00:00
https://openalex.org/A5100407192,56558840700,18,37,,,,2026-05-04T20:20:57+00:00
https://openalex.org/A5006640758,57188747901,18,100,,,,2026-05-04T20:20:59+00:00
https://openalex.org/A5107318677,6603920007,50,313,,,,2026-05-04T20:21:00+00:00
https://openalex.org/A5046449102,7405691544,38,343,,,,2026-05-04T20:21:03+00:00
https://openalex.org/A5100624914,50362378700,33,201,,,,2026-05-04T20:21:05+00:00
https://openalex.org/A5045758842,57199502980,6,10,,,,2026-05-04T20:21:09+00:00
https://openalex.org/A5101693240,57206176031,4,5,,,,2026-05-04T20:21:10+00:00
https://openalex.org/A5034407820,56364298700,14,28,,,,2026-05-04T20:21:11+00:00
https://openalex.org/A5057599556,57194008296,12,30,,,,2026-05-04T20:21:13+00:00
https://openalex.org/A5100428737,35243755100,74,1018,,,,2026-05-04T20:21:14+00:00
https://openalex.org/A5112340699,35226918200,68,376,,,,2026-05-04T20:21:15+00:00
https://openalex.org/A5045044903,35226939900,80,504,,,,2026-05-04T20:21:18+00:00
https://openalex.org/A5105778329,35226977300,84,608,,,,2026-05-04T20:21:19+00:00
https://openalex.org/A5100452860,56099116800,5,7,,,,2026-05-04T20:21:20+00:00
https://openalex.org/A5114334488,57210210418,7,8,,,,2026-05-04T20:21:22+00:00
https://openalex.org/A5102001795,57210786638,4,4,,,,2026-05-04T20:21:23+00:00
https://openalex.org/A5061392616,29967517600,27,78,,,,2026-05-04T20:21:25+00:00
https://openalex.org/A5101429658,7203084823,48,199,,,,2026-05-04T20:21:26+00:00
https://openalex.org/A5101050634,57210583709,1,1,,,,2026-05-04T20:21:27+00:00
https://openalex.org/A5009734574,57999521600,3,8,,,,2026-05-04T20:21:28+00:00
